book,chapter,verse,text,version
GEN,17,2,"Así confirmaré mi pacto contigo, y multiplicaré tu descendencia en gran manera.",NVI
GEN,17,3,"Al oír que Dios le hablaba, Abram cayó rostro en tierra, y Dios continuó:",NVI
GEN,17,4,―Este es el pacto que establezco contigo: Tú serás el padre de una multitud de naciones. ,NVI
GEN,17,5,"Ya no te llamarás Abram, sino que de ahora en adelante tu nombre será Abraham, porque te he confirmado como padre de una multitud de naciones. ",NVI
GEN,17,6,Te haré tan fecundo que de ti saldrán reyes y naciones. ,NVI
GEN,17,7,"Estableceré mi pacto contigo y con tu descendencia, como pacto perpetuo, por todas las generaciones. Yo seré tu Dios, y el Dios de tus descendientes. ",NVI
GEN,17,8,"A ti y a tu descendencia os daré, en posesión perpetua, toda la tierra de Canaán, donde ahora andas peregrinando. Y yo seré su Dios.",NVI
GEN,17,9,"Dios también le dijo a Abraham:―Cumple con mi pacto, tú y toda tu descendencia, por todas las generaciones. ",NVI
GEN,17,10,"Y este es el pacto que establezco contigo y con tu descendencia, y que todos deberéis cumplir: Todos los varones entre vosotros deberán ser circuncidados. ",NVI
GEN,17,11,"Circuncidarán la carne de su prepucio, y esa será la señal del pacto entre nosotros. ",NVI
GEN,17,12,"Todos los varones de cada generación deberán ser circuncidados a los ocho días de nacidos, tanto los niños nacidos en casa como los que hayan sido comprados por dinero a un extranjero y que, por lo tanto, no sean de vuestra estirpe. ",NVI
GEN,17,13,"Todos sin excepción, tanto el nacido en casa como el que haya sido comprado por dinero, deberán ser circuncidados. De esta manera mi pacto quedará como una marca indeleble en vuestra carne, como un pacto perpetuo. ",NVI
GEN,17,14,"Pero el varón incircunciso, al que no se le haya cortado la carne del prepucio, será eliminado de su pueblo por quebrantar mi pacto.",NVI
GEN,17,15,"También le dijo Dios a Abraham:―A Saray, tu esposa, ya no la llamarás Saray, sino que su nombre será Sara.",NVI
GEN,17,16,"Yo la bendeciré, y por medio de ella te daré un hijo. Tanto la bendeciré que será madre de naciones, y de ella surgirán reyes de pueblos.",NVI
GEN,17,17,"Entonces Abraham inclinó el rostro hasta el suelo y se rio de pensar: «¿Acaso puede un hombre tener un hijo a los cien años, y ser madre Sara a los noventa?» ",NVI
GEN,17,18,Por eso le dijo a Dios:―¡Concédele a Ismael vivir bajo tu bendición!,NVI
GEN,17,19,"A lo que Dios contestó:―¡Pero es Sara, tu esposa, la que te dará un hijo, al que llamarás Isaac! Yo estableceré mi pacto con él y con sus descendientes, como pacto perpetuo. ",NVI
GEN,17,20,"En cuanto a Ismael, ya te he escuchado. Yo lo bendeciré, lo haré fecundo y le daré una descendencia numerosa. Él será el padre de doce príncipes. Haré de él una nación muy grande. ",NVI
GEN,17,21,"Pero mi pacto lo estableceré con Isaac, el hijo que te dará Sara de aquí a un año, por estos días.",NVI
GEN,17,22,"Cuando Dios terminó de hablar con Abraham, se retiró de su presencia. ",NVI
GEN,17,23,"Ese mismo día Abraham tomó a su hijo Ismael, a los criados nacidos en su casa, a los que había comprado con su dinero y a todos los otros varones que había en su casa, y los circuncidó, tal como Dios se lo había mandado. ",NVI
GEN,17,24,"Abraham tenía noventa y nueve años cuando fue circuncidado, ",NVI
GEN,17,25,mientras que su hijo Ismael tenía trece. ,NVI
GEN,17,26,Así que ambos fueron circuncidados el mismo día ,NVI
GEN,18,1,"El Señor se le apareció a Abraham junto al encinar de Mamré, cuando Abraham estaba sentado a la entrada de su tienda, a la hora más calurosa del día. ",NVI
GEN,18,2,"Abraham alzó la vista, y vio a tres hombres de pie cerca de él. Al verlos, corrió desde la entrada de la tienda a saludarlos. Inclinándose hasta el suelo, ",NVI
GEN,18,3,"dijo:―Mi señor, si este tu siervo cuenta con tu favor, te ruego que no pases de largo. ",NVI
GEN,18,4,"Haré que os traigan un poco de agua para que os lavéis los pies, y luego podréis descansar bajo el árbol. ",NVI
GEN,18,5,"Ya que habéis pasado por donde está vuestro siervo, dejadme traeros algo de comer para que os sintáis mejor antes de seguir vuestro camino.―¡Está bien —respondieron ellos—, hazlo así!",NVI
GEN,18,6,"Abraham fue rápidamente a la tienda donde estaba Sara y le dijo:―¡Date prisa! Toma unos veinte kilos de harina fina, amásalos y haz unos panes.",NVI
GEN,18,7,"Después Abraham fue corriendo adonde estaba el ganado, eligió un ternero bueno y tierno, y se lo dio a su sirviente, quien a toda prisa se puso a prepararlo. ",NVI
GEN,18,8,"Luego les sirvió requesón y leche con el ternero que estaba preparado. Mientras comían, Abraham se quedó de pie junto a ellos, debajo del árbol. ",NVI
GEN,18,9,"Entonces ellos le preguntaron:―¿Dónde está Sara, tu esposa?―Allí en la tienda —les respondió.",NVI
GEN,18,10,"―Dentro de un año volveré a verte —dijo uno de ellos—, y para entonces tu esposa Sara tendrá un hijo.Sara estaba escuchando a la entrada de la tienda, a espaldas del que hablaba. ",NVI
GEN,18,11,"Abraham y Sara eran ya bastante ancianos, y Sara ya había dejado de menstruar. ",NVI
GEN,18,12,"Por eso, Sara se rio y pensó: «¿Acaso voy a tener este placer, ahora que ya estoy consumida y mi esposo es tan viejo?» ",NVI
GEN,18,13,Pero el Señor le dijo a Abraham:―¿Por qué se ríe Sara? ¿No cree que podrá tener un hijo en su vejez? ,NVI
GEN,18,14,"¿Acaso hay algo imposible para el Señor? El año que viene volveré a visitarte en esta fecha, y para entonces Sara habrá tenido un hijo.",NVI
GEN,18,15,"Sara, por su parte, tuvo miedo y mintió al decirle:―Yo no me estaba riendo.Pero el Señor le replicó:―Sí te reíste.",NVI
GEN,18,16,Luego aquellos visitantes se levantaron y partieron de allí en dirección a Sodoma. Abraham los acompañó para despedirlos. ,NVI
GEN,18,17,Pero el Señor estaba pensando: «¿Le ocultaré a Abraham lo que voy a hacer? ,NVI
GEN,18,18,"Es un hecho que Abraham se convertirá en una nación grande y poderosa, y en él serán bendecidas todas las naciones de la tierra. ",NVI
GEN,18,19,"Yo lo he elegido para que instruya a sus hijos y a su familia, a fin de que se mantengan en el camino del Señor y pongan en práctica lo que es justo y recto. Así el Señor cumplirá lo que le ha prometido».",NVI
GEN,18,20,"Entonces el Señor le dijo a Abraham:―El clamor contra Sodoma y Gomorra resulta ya insoportable, y su pecado es gravísimo. ",NVI
GEN,18,21,"Por eso bajaré, a ver si realmente sus acciones son tan malas como el clamor contra ellas me lo indica; y, si no, he de saberlo.",NVI
GEN,18,22,"Dos de los visitantes partieron de allí y se encaminaron a Sodoma, pero Abraham se quedó de pie frente al Señor. ",NVI
GEN,18,23,Entonces se acercó al Señor y le dijo:―¿De veras vas a exterminar al justo junto con el malvado? ,NVI
GEN,18,24,"Quizá haya cincuenta justos en la ciudad. ¿Exterminarás a todos, y no perdonarás a ese lugar por amor a los cincuenta justos que allí hay? ",NVI
GEN,18,25,"¡Lejos de ti el hacer tal cosa! ¿Matar al justo junto con el malvado, y que ambos sean tratados de la misma manera? ¡Jamás hagas tal cosa! Tú, que eres el Juez de toda la tierra, ¿no harás justicia?",NVI
GEN,18,26,"El Señor le respondió:―Si encuentro cincuenta justos en Sodoma, por ellos perdonaré a toda la ciudad.",NVI
GEN,18,27,"Abraham le dijo:―Reconozco que he sido muy atrevido al dirigirme a mi Señor, yo, que apenas soy polvo y ceniza. ",NVI
GEN,18,28,"Pero tal vez falten cinco justos para completar los cincuenta. ¿Destruirás toda la ciudad si faltan esos cinco?―Si encuentro cuarenta y cinco justos, no la destruiré —contestó el Señor",NVI
GEN,18,29,"Pero Abraham insistió:―Tal vez se encuentren solo cuarenta.―Por esos cuarenta justos, no destruiré la ciudad —respondió el Señor",NVI
GEN,18,30,"Abraham volvió a insistir:―No se enoje mi Señor, pero permítame seguir hablando. Tal vez se encuentren solo treinta.―No lo haré si encuentro allí a esos treinta —contestó el Señor",NVI
GEN,18,31,"Abraham siguió insistiendo:―Sé que he sido muy atrevido en hablarle así a mi Señor, pero tal vez se encuentren solo veinte.―Por esos veinte no la destruiré.",NVI
GEN,18,32,"Abraham volvió a decir:―No se enoje mi Señor, pero permítame hablar una vez más. Tal vez se encuentren solo diez…―Aun por esos diez no la destruiré —respondió el Señor por última vez.",NVI
GEN,19,1,"Caía la tarde cuando los dos ángeles llegaron a Sodoma. Lot estaba sentado a la entrada de la ciudad. Al verlos, se levantó para recibirlos y se postró rostro en tierra. ",NVI
GEN,19,2,"Les dijo:―Por favor, señores, os ruego que paséis la noche en la casa de este vuestro siervo. Allí podréis lavaros los pies, y mañana al amanecer seguiréis vuestro camino.―No, gracias —respondieron ellos—. Pasaremos la noche en la plaza.",NVI
GEN,19,3,"Pero tanto les insistió Lot que fueron con él y entraron en su casa. Allí Lot les preparó una buena comida y coció panes sin levadura, y ellos comieron.",NVI
GEN,19,4,"Aún no se habían acostado cuando los hombres de la ciudad de Sodoma rodearon la casa. Todo el pueblo sin excepción, tanto jóvenes como ancianos, estaba allí presente. ",NVI
GEN,19,5,Llamaron a Lot y le dijeron:―¿Dónde están los hombres que vinieron a pasar la noche en tu casa? ¡Échalos afuera! ¡Queremos acostarnos con ellos!,NVI
GEN,19,6,"Lot salió a la puerta y, cerrándola detrás de sí, ",NVI
GEN,19,7,"les dijo:―Por favor, amigos míos, no cometáis tal perversidad. ",NVI
GEN,19,8,"Tengo dos hijas que todavía son vírgenes; voy a traéroslas para que hagáis con ellas lo que os plazca, pero a estos hombres no les hagáis nada, pues han venido a hospedarse bajo mi techo.",NVI
GEN,19,9,"―¡Quítate de ahí! —le contestaron, y añadieron—: Este ni siquiera es de aquí, y ahora nos quiere mandar. ¡Pues ahora te vamos a tratar peor que a ellos!Entonces se lanzaron contra Lot y se acercaron a la puerta con intenciones de derribarla. ",NVI
GEN,19,10,"Pero los dos hombres extendieron los brazos, metieron a Lot en la casa y cerraron la puerta. ",NVI
GEN,19,11,"Luego, a los jóvenes y ancianos que se agolparon contra la puerta de la casa los dejaron ciegos, de modo que ya no podían encontrar la puerta. ",NVI
GEN,19,12,"Luego le advirtieron a Lot:―¿Tienes otros familiares aquí? Saca de esta ciudad a tus yernos, hijos, hijas, y a todos los que te pertenezcan, ",NVI
GEN,19,13,"porque vamos a destruirla. El clamor contra esta gente ha llegado hasta el Señor, y ya resulta insoportable. Por eso nos ha enviado a destruirla.",NVI
GEN,19,14,"Lot salió para hablar con sus futuros yernos, es decir, con los prometidos de sus hijas.―¡Apresuraos! —les dijo—. ¡Abandonad la ciudad, porque el Señor está a punto de destruirla!Pero ellos creían que Lot estaba bromeando, ",NVI
GEN,19,15,"así que al amanecer los ángeles insistieron con Lot. Exclamaron:―¡Apresúrate! Llévate a tu esposa y a tus dos hijas que están aquí, para que no perezcan cuando la ciudad sea castigada.",NVI
GEN,19,16,"Como Lot titubeaba, los hombres lo tomaron de la mano, lo mismo que a su esposa y a sus dos hijas, y los sacaron de la ciudad, porque el Señor tuvo compasión de ellos. ",NVI
GEN,19,17,"Cuando ya los habían sacado de la ciudad, uno de los ángeles le dijo:―¡Escápate! No mires hacia atrás, ni te detengas en ninguna parte del valle. Huye hacia las montañas, no sea que perezcas.",NVI
GEN,19,18,"―¡No, señor mío, por favor! —respondió Lot—. ",NVI
GEN,19,19,"Tú has visto con buenos ojos a este siervo tuyo, y tu lealtad ha sido grande al salvarme la vida. Pero yo no puedo escaparme a las montañas, no sea que la destrucción me alcance y pierda yo la vida. ",NVI
GEN,19,20,"Cerca de aquí hay una ciudad pequeña, en la que podría refugiarme. ¿Por qué no dejas que me escape hacia allí? Es una ciudad muy pequeña, y en ella me pondré a salvo.",NVI
GEN,19,21,―Está bien —le respondió—; también esta petición te la concederé. No destruiré la ciudad de que hablas. ,NVI
GEN,19,22,"Pero date prisa y huye de una vez, porque no puedo hacer nada hasta que llegues allí.Por eso aquella ciudad recibió el nombre de Zoar.",NVI
GEN,19,23,Lot llegó a Zoar cuando estaba amaneciendo. ,NVI
GEN,19,24,Entonces el Señor hizo que cayera del cielo una lluvia de fuego y azufre sobre Sodoma y Gomorra. ,NVI
GEN,19,25,"Así destruyó esas ciudades y a todos sus habitantes, junto con toda la llanura y la vegetación del suelo. ",NVI
GEN,19,26,"Pero la esposa de Lot miró hacia atrás, y se quedó convertida en estatua de sal.",NVI
GEN,19,27,"Al día siguiente, Abraham madrugó y regresó al lugar donde se había encontrado con el Señor. ",NVI
GEN,19,28,"Volvió la mirada hacia Sodoma y Gomorra, y hacia toda la llanura, y vio que de la tierra subía humo, como de un horno.",NVI
GEN,19,29,"Así arrasó Dios las ciudades de la llanura, pero se acordó de Abraham y sacó a Lot de en medio de la catástrofe que destruyó las ciudades en que había habitado.",NVI
GEN,19,30,"Luego, por miedo a quedarse en Zoar, Lot se fue con sus dos hijas a vivir en la región montañosa. Allí vivió con ellas en una cueva. ",NVI
GEN,19,31,"Un día, la hija mayor le dijo a la menor:―Nuestro padre ya es viejo, y no quedan hombres en esta región para que se casen con nosotras, como es la costumbre de todo el mundo. ",NVI
GEN,19,32,"Ven, vamos a emborracharlo, y nos acostaremos con él; y así, por medio de él tendremos descendencia.",NVI
GEN,19,33,"Esa misma noche emborracharon a su padre y, sin que este se diera cuenta de nada, la hija mayor fue y se acostó con él. ",NVI
GEN,19,34,"A la mañana siguiente, la mayor le dijo a la menor:―Mira, anoche me acosté con mi padre. Vamos a emborracharlo de nuevo esta noche, y ahora tú te acostarás con él; y así, por medio de él tendremos descendencia.",NVI
GEN,19,35,"Esa misma noche volvieron a emborrachar a su padre y, sin que este se diera cuenta de nada, la hija menor fue y se acostó con él. ",NVI
GEN,19,36,Así las dos hijas de Lot quedaron embarazadas de su padre. ,NVI
GEN,19,37,"La mayor tuvo un hijo, a quien llamó Moab, padre de los actuales moabitas. ",NVI
GEN,20,1,"Abraham partió desde allí en dirección a la región del Néguev, y se quedó a vivir entre Cades y Sur. Mientras vivía en Guerar, ",NVI
GEN,20,2,"Abraham decía que Sara, su esposa, era su hermana. Entonces Abimélec, rey de Guerar, mandó llamar a Sara y la tomó por esposa. ",NVI
GEN,20,3,"Pero aquella noche Dios se le apareció a Abimélec en sueños y le dijo:―Puedes darte por muerto a causa de la mujer que has tomado, porque ella es casada.",NVI
GEN,20,4,"Pero, como Abimélec todavía no se había acostado con ella, le contestó:―Señor, ¿acaso vas a matar al inocente?",NVI
GEN,20,5,"Como Abraham me dijo que ella era su hermana, y ella me lo confirmó, yo hice todo esto de buena fe y sin mala intención.",NVI
GEN,20,6,"―Sí, ya sé que has hecho todo esto de buena fe —le respondió Dios en el sueño—; por eso no te permití tocarla, para que no pecaras contra mí. ",NVI
GEN,20,7,"Pero ahora devuelve esa mujer a su esposo, porque él es profeta y va a interceder por ti para que vivas. Si no lo haces, ten por seguro que morirás junto con todos los tuyos.",NVI
GEN,20,8,"En la madrugada del día siguiente, Abimélec se levantó y llamó a todos sus servidores para contarles en detalle lo que había ocurrido, y un gran temor se apoderó de ellos. ",NVI
GEN,20,9,"Entonces Abimélec llamó a Abraham y le dijo:―¡Qué nos has hecho! ¿En qué te he ofendido, que has traído un pecado tan grande sobre mí y sobre mi reino? ¡Lo que me has hecho no tiene nombre! ",NVI
GEN,20,10,"¿Qué pretendías conseguir con todo esto?A la pregunta de Abimélec, ",NVI
GEN,20,11,"Abraham contestó:―Yo pensé que en este lugar no había temor de Dios, y que por causa de mi esposa me matarían. ",NVI
GEN,20,12,"Pero en realidad ella es mi hermana, porque es hija de mi padre, aunque no de mi madre; y además es mi esposa. ",NVI
GEN,20,13,"Cuando Dios me mandó dejar la casa de mi padre y andar errante, yo le dije a mi esposa: “Te pido que me hagas este favor: Dondequiera que vayamos, di siempre que soy tu hermano”.",NVI
GEN,20,14,"Abimélec tomó entonces ovejas y vacas, esclavos y esclavas, y se los regaló a Abraham. Al mismo tiempo, le devolvió a Sara, su esposa, ",NVI
GEN,20,15,"y le dijo:―Mira, ahí está todo mi territorio; quédate a vivir donde mejor te parezca.",NVI
GEN,20,16,"A Sara le dijo:―Le he dado a tu hermano mil monedas de plata, que servirán de compensación por todo lo que te ha pasado; así quedarás vindicada ante todos los que están contigo.",NVI
GEN,20,17,"Entonces Abraham oró a Dios, y Dios sanó a Abimélec y permitió que su esposa y sus siervas volvieran a tener hijos, ",NVI
GEN,21,1,"Tal como el Señor lo había dicho, se ocupó de Sara y cumplió con la promesa que le había hecho. ",NVI
GEN,21,2,Sara quedó embarazada y le dio un hijo a Abraham en su vejez. Esto sucedió en el tiempo anunciado por Dios. ,NVI
GEN,21,3,"Al hijo que Sara le dio, Abraham le puso por nombre Isaac.",NVI
GEN,21,4,"Cuando su hijo Isaac cumplió ocho días de nacido, Abraham lo circuncidó, tal como Dios le había ordenado. ",NVI
GEN,21,5,Abraham tenía ya cien años cuando nació su hijo Isaac. ,NVI
GEN,21,6,"Sara dijo entonces: «Dios me ha hecho reír, y todos los que se enteren de que he tenido un hijo se reirán conmigo. ",NVI
GEN,21,7,"¿Quién le hubiera dicho a Abraham que Sara amamantaría hijos? Sin embargo, le he dado un hijo en su vejez».",NVI
GEN,21,8,"El niño Isaac creció y fue destetado. Ese mismo día, Abraham hizo un gran banquete. ",NVI
GEN,21,9,Pero Sara se dio cuenta de que el hijo que Agar la egipcia le había dado a Abraham se burlaba de su hijo Isaac.,NVI
GEN,21,10,Por eso le dijo a Abraham:―¡Echa de aquí a esa esclava y a su hijo! El hijo de esa esclava jamás tendrá parte en la herencia con mi hijo Isaac.,NVI
GEN,21,11,Este asunto angustió mucho a Abraham porque se trataba de su propio hijo. ,NVI
GEN,21,12,"Pero Dios le dijo a Abraham: «No te angusties por el muchacho ni por la esclava. Hazle caso a Sara, porque tu descendencia se establecerá por medio de Isaac. ",NVI
GEN,21,13,"Pero también del hijo de la esclava haré una gran nación, porque es hijo tuyo».",NVI
GEN,21,14,"Al día siguiente, Abraham se levantó de madrugada, tomó un pan y un odre de agua, y se los dio a Agar, poniéndoselos sobre el hombro. Luego le entregó a su hijo y la despidió. Agar partió y anduvo errante por el desierto de Berseba. ",NVI
GEN,21,15,"Cuando se acabó el agua del odre, puso al niño debajo de un arbusto ",NVI
GEN,21,16,"y fue a sentarse sola a cierta distancia, pues pensaba: «No quiero ver morir al niño». En cuanto ella se sentó, comenzó a llorar desconsoladamente.",NVI
GEN,21,17,"Cuando Dios oyó al niño sollozar, el ángel de Dios llamó a Agar desde el cielo y le dijo: «¿Qué te pasa, Agar? No temas, pues Dios ha escuchado los sollozos del niño. ",NVI
GEN,21,18,"Levántate y tómalo de la mano, que yo haré de él una gran nación».",NVI
GEN,21,19,"En ese momento Dios le abrió a Agar los ojos, y ella vio un pozo de agua. En seguida fue a llenar el odre y le dio de beber al niño. ",NVI
GEN,21,20,"Dios acompañó al niño, y este fue creciendo; vivió en el desierto y se convirtió en un experto arquero; ",NVI
GEN,21,21,habitó en el desierto de Parán y su madre lo casó con una egipcia.,NVI
GEN,21,22,"En aquel tiempo, Abimélec, que estaba acompañado por Ficol, jefe de su ejército, le dijo a Abraham:―Dios está contigo en todo lo que haces. ",NVI
GEN,21,23,"Júrame ahora, por Dios mismo, que no me tratarás a mí con falsedad, ni tampoco a mis hijos ni a mis descendientes. Júrame que a mí y al país que te ha recibido como extranjero nos tratarás con la misma lealtad con que yo te he tratado.",NVI
GEN,21,24,―¡Lo juro! —respondió Abraham.,NVI
GEN,21,25,Luego Abraham se quejó ante Abimélec por causa de un pozo de agua del cual los siervos de Abimélec se habían apropiado. ,NVI
GEN,21,26,"Pero Abimélec dijo:―No sé quién pudo haberlo hecho. Me acabo de enterar, pues tú no me lo habías dicho.",NVI
GEN,21,27,"Entonces Abraham llevó ovejas y vacas, y se las dio a Abimélec, y los dos hicieron un pacto. ",NVI
GEN,21,28,"Pero Abraham apartó siete corderas del rebaño, ",NVI
GEN,21,29,por lo que Abimélec le preguntó:―¿Qué pasa? ¿Por qué has apartado estas siete corderas?,NVI
GEN,21,30,―Acepta estas siete corderas —le contestó Abraham—. Ellas servirán de prueba de que yo cavé este pozo.,NVI
GEN,21,31,"Por eso a aquel lugar le dieron el nombre de Berseba, porque allí los dos hicieron un juramento.",NVI
GEN,21,32,"Después de haber hecho el pacto en Berseba, Abimélec y Ficol, el jefe de su ejército, volvieron al país de los filisteos. ",NVI
GEN,21,33,"Abraham plantó un tamarisco en Berseba, y en ese lugar invocó el nombre del Señor, el Dios eterno. ",NVI
GEN,22,1,"Pasado cierto tiempo, Dios puso a prueba a Abraham y le dijo:―¡Abraham!―Aquí estoy —respondió.",NVI
GEN,22,2,"Y Dios le ordenó:―Toma a tu hijo, el único que tienes y al que tanto amas, y ve a la región de Moria. Una vez allí, ofrécelo como holocausto en el monte que yo te indicaré.",NVI
GEN,22,3,"Abraham se levantó de madrugada y ensilló su asno. También cortó leña para el holocausto y, junto con dos de sus criados y su hijo Isaac, se encaminó hacia el lugar que Dios le había indicado. ",NVI
GEN,22,4,"Al tercer día, Abraham alzó los ojos y a lo lejos vio el lugar. ",NVI
GEN,22,5,"Entonces les dijo a sus criados:―Quedaos aquí con el asno. El muchacho y yo seguiremos adelante para adorar a Dios, y luego regresaremos junto a vosotros.",NVI
GEN,22,6,"Abraham tomó la leña del holocausto y la puso sobre Isaac, su hijo; él, por su parte, cargó con el fuego y el cuchillo. Y los dos siguieron caminando juntos.",NVI
GEN,22,7,"Isaac le dijo a Abraham:―¡Padre!―Dime, hijo mío.―Aquí tenemos el fuego y la leña —continuó Isaac—; pero ¿dónde está el cordero para el holocausto?",NVI
GEN,22,8,"―El cordero, hijo mío, lo proveerá Dios —le respondió Abraham.Y siguieron caminando juntos.",NVI
GEN,22,9,"Cuando llegaron al lugar señalado por Dios, Abraham construyó un altar y preparó la leña. Después ató a su hijo Isaac y lo puso sobre el altar, encima de la leña. ",NVI
GEN,22,10,"Entonces tomó el cuchillo para sacrificar a su hijo, ",NVI
GEN,22,11,pero en ese momento el ángel del Señor le gritó desde el cielo:―¡Abraham! ¡Abraham!―Aquí estoy —respondió.,NVI
GEN,22,12,"―No pongas tu mano sobre el muchacho, ni le hagas ningún daño —le dijo el ángel—. Ahora sé que temes a Dios, porque ni siquiera te has negado a darme a tu único hijo.",NVI
GEN,22,13,"Abraham alzó la vista y, en un matorral, vio un carnero enredado por los cuernos. Fue entonces, tomó el carnero y lo ofreció como holocausto, en lugar de su hijo. ",NVI
GEN,22,14,A ese sitio Abraham le puso por nombre: «El Señor provee». Por eso hasta el día de hoy se dice: «En un monte provee el Señor».,NVI
GEN,22,15,"El ángel del Señor llamó a Abraham por segunda vez desde el cielo, ",NVI
GEN,22,16,"y le dijo:―Como has hecho esto, y no me has negado a tu único hijo, juro por mí mismo —afirma el Señor— ",NVI
GEN,22,17,"que te bendeciré en gran manera, y que multiplicaré tu descendencia como las estrellas del cielo y como la arena del mar. Además, tus descendientes conquistarán las ciudades de sus enemigos. ",NVI
GEN,22,18,"Puesto que me has obedecido, todas las naciones del mundo serán bendecidas por medio de tu descendencia.",NVI
GEN,22,19,"Abraham regresó al lugar donde estaban sus criados, y juntos partieron hacia Berseba, donde Abraham se quedó a vivir.",NVI
GEN,22,20,"Pasado cierto tiempo, Abraham recibió la noticia de que también Milca le había dado hijos a su hermano Najor. ",NVI
GEN,22,21,Su hijo primogénito fue Uz; luego nacieron sus hermanos Buz y Quemuel. Este último fue el padre de Aram. ,NVI
GEN,22,22,"Después siguieron Quésed, Jazó, Pildás, Yidlaf y Betuel, ",NVI
GEN,22,23,"que fue el padre de Rebeca. Estos fueron los ocho hijos que Milca le dio a Najor, hermano de Abraham. ",NVI
GEN,23,1,"Sara vivió ciento veintisiete años, ",NVI
GEN,23,2,"y murió en Quiriat Arbá, es decir, en la ciudad de Hebrón, en la tierra de Canaán. Abraham hizo duelo y lloró por ella. ",NVI
GEN,23,3,Luego se retiró de donde estaba la difunta y fue a proponer a los hititas lo siguiente:,NVI
GEN,23,4,"―Entre vosotros yo soy un extranjero; no obstante, quiero pediros que me vendáis un sepulcro para enterrar a mi esposa.",NVI
GEN,23,5,Los hititas le respondieron:,NVI
GEN,23,6,"―Escúchanos, señor; tú eres un príncipe poderoso entre nosotros. Sepulta a tu esposa en el mejor de nuestros sepulcros. Ninguno de nosotros te negará su tumba para que puedas sepultar a tu esposa.",NVI
GEN,23,7,"Abraham se levantó, hizo una reverencia ante los hititas del lugar ",NVI
GEN,23,8,"y les dijo:―Si os parece bien que yo entierre aquí a mi difunta, os ruego que intercedáis ante Efrón hijo de Zojar ",NVI
GEN,23,9,"para que me venda la cueva de Macpela, que está en los linderos de su campo. Decidle que me la venda en su justo precio, y así tendré entre vosotros un sepulcro para mi familia.",NVI
GEN,23,10,"Efrón el hitita, que estaba sentado allí entre su gente, le respondió a Abraham en presencia de todos ellos y de los que pasaban por la puerta de su ciudad:",NVI
GEN,23,11,"―No, señor mío, escúchame bien: yo te regalo el campo, y también la cueva que está en él. Los hijos de mi pueblo son testigos de que yo te los regalo. Entierra a tu esposa.",NVI
GEN,23,12,"Una vez más, Abraham hizo una reverencia ante la gente de ese lugar, ",NVI
GEN,23,13,"y en presencia de los que allí estaban le dijo a Efrón:―Escúchame, por favor. Yo insisto en pagarte el precio justo del campo. Acéptalo, y así yo podré enterrar allí a mi esposa.",NVI
GEN,23,14,Efrón le contestó a Abraham:,NVI
GEN,23,15,"―Señor mío, escúchame. El campo vale cuatrocientas monedas de plata. ¿Qué es eso entre nosotros? Vete tranquilo y entierra a tu esposa.",NVI
GEN,23,16,"Abraham se puso de acuerdo con Efrón, y en presencia de los hititas le pagó lo convenido: cuatrocientas monedas de plata, moneda corriente entre los comerciantes.",NVI
GEN,23,17,"Así fue como el campo de Efrón, que estaba en Macpela, cerca de Mamré, pasó a ser propiedad de Abraham, junto con la cueva y todos los árboles que estaban dentro de los límites del campo. ",NVI
GEN,23,18,La transacción se hizo en presencia de los hititas y de los que pasaban por la puerta de su ciudad. ,NVI
GEN,23,19,"Luego Abraham sepultó a su esposa Sara en la cueva del campo de Macpela que está cerca de Mamré, es decir, en Hebrón, en la tierra de Canaán. ",NVI
GEN,24,1,"Abraham era ya viejo y muy entrado en años, y el Señor lo había bendecido en todo. ",NVI
GEN,24,2,"Un día, Abraham le dijo al criado más antiguo de su casa, que era quien le administraba todos sus bienes:―Pon tu mano debajo de mi muslo, ",NVI
GEN,24,3,"y júrame por el Señor, el Dios del cielo y de la tierra, que no tomarás de esta tierra de Canaán, donde yo habito, una mujer para mi hijo ",NVI
GEN,24,4,"Isaac, sino que irás a mi tierra, donde vive mi familia, y de allí le escogerás una esposa.",NVI
GEN,24,5,―¿Qué pasa si la mujer no está dispuesta a venir conmigo a esta tierra? —respondió el criado—. ¿Debo entonces llevar a tu hijo hasta la tierra de donde viniste?,NVI
GEN,24,6,―¡De ninguna manera debes llevar a mi hijo hasta allí! —le replicó Abraham—. ,NVI
GEN,24,7,"El Señor, el Dios del cielo, que me sacó de la casa de mi padre y de la tierra de mis familiares, y que bajo juramento me prometió dar esta tierra a mis descendientes, enviará su ángel delante de ti para que puedas traer de allí una mujer para mi hijo. ",NVI
GEN,24,8,"Si la mujer no está dispuesta a venir contigo, quedarás libre de este juramento; pero ¡en ningún caso llevarás a mi hijo hasta allí!",NVI
GEN,24,9,"El criado puso la mano debajo del muslo de Abraham, su amo, y le juró que cumpliría con su encargo. ",NVI
GEN,24,10,"Luego tomó diez camellos de su amo, y toda clase de regalos, y partió hacia la ciudad de Najor en Aram Najarayin.",NVI
GEN,24,11,"Allí hizo que los camellos se arrodillaran junto al pozo de agua que estaba en las afueras de la ciudad. Caía la tarde, que es cuando las mujeres salen a buscar agua. ",NVI
GEN,24,12,"Entonces comenzó a orar: «Señor y Dios de mi amo Abraham, te ruego que hoy me vaya bien, y que demuestres el amor que le tienes a mi amo. ",NVI
GEN,24,13,"Aquí me tienes, a la espera junto a la fuente, mientras las jóvenes de esta ciudad vienen a sacar agua. ",NVI
