book,chapter,verse,text,version
PRO,11,20,"El Señor aborrece a los de corazón perverso,pero se complace en los que viven con rectitud.",NVI
PRO,11,21,"Una cosa es segura: Los malvados no quedarán impunes,pero los justos saldrán bien librados.",NVI
PRO,11,22,Como argolla de oro en hocico de cerdoes la mujer bella pero indiscreta.,NVI
PRO,11,23,Los deseos de los justos terminan bien;la esperanza de los malvados termina mal.,NVI
PRO,11,24,"Unos dan a manos llenas, y reciben más de lo que dan;otros ni sus deudas pagan, y acaban en la miseria.",NVI
PRO,11,25,El que es generoso prospera;el que reanima será reanimado.,NVI
PRO,11,26,"La gente maldice al que acapara el trigo,pero colma de bendiciones al que gustoso lo vende.",NVI
PRO,11,27,"El que madruga para el bien, halla buena voluntad;el que anda tras el mal, por el mal será alcanzado.",NVI
PRO,11,28,"El que confía en sus riquezas se marchita,pero el justo se renueva como el follaje.",NVI
PRO,11,29,"El que perturba su casa no hereda más que el viento,y el necio termina sirviendo al sabio.",NVI
PRO,11,30,"El fruto de la justicia es árbol de vida,pero el que arrebata vidas es violento.",NVI
PRO,12,1,"El que ama la disciplina ama el conocimiento,pero el que la aborrece es un necio.",NVI
PRO,12,2,El hombre bueno recibe el favor del Señorpero el intrigante recibe su condena.,NVI
PRO,12,3,Nadie puede afirmarse por medio de la maldad;solo queda firme la raíz de los justos.,NVI
PRO,12,4,La mujer ejemplar es corona de su esposo;la desvergonzada es carcoma en los huesos.,NVI
PRO,12,5,"En los planes del justo hay justicia,pero en los consejos del malvado hay engaño.",NVI
PRO,12,6,"Las palabras del malvado son insidias de muerte,pero la boca de los justos los pone a salvo.",NVI
PRO,12,7,"Los malvados se derrumban y dejan de existir,pero los hijos de los justos permanecen.",NVI
PRO,12,8,"Al hombre se le alaba según su sabiduría,pero al de mal corazón se le desprecia.",NVI
PRO,12,9,"Más vale menospreciado pero servido,que reverenciado pero mal comido.",NVI
PRO,12,10,"El justo atiende a las necesidades de su bestia,pero el malvado es de malas entrañas.",NVI
PRO,12,11,"El que labra su tierra tendrá abundante comida,pero el que sueña despierto es un imprudente.",NVI
PRO,12,12,"Los malos deseos son la trampa de los malvados,pero la raíz de los justos prospera.",NVI
PRO,12,13,"En el pecado de sus labios se enreda el malvado,pero el justo sale del aprieto.",NVI
PRO,12,14,"Cada uno se sacia del fruto de sus labios,y de la obra de sus manos recibe su recompensa.",NVI
PRO,12,15,"Al necio le parece bien lo que emprende,pero el sabio escucha el consejo.",NVI
PRO,12,16,"El necio muestra en seguida su enojo,pero el prudente pasa por alto el insulto.",NVI
PRO,12,17,"El testigo verdadero declara lo que es justo,pero el testigo falso declara falsedades.",NVI
PRO,12,18,"El charlatán hiere con la lengua como con una espada,pero la lengua del sabio brinda alivio.",NVI
PRO,12,19,"Los labios sinceros permanecen para siempre,pero la lengua mentirosa dura solo un instante.",NVI
PRO,12,20,"En los que fraguan el mal habita el engaño,pero hay gozo para los que promueven la paz.",NVI
PRO,12,21,"Al justo no le sobrevendrá ningún daño,pero al malvado lo cubrirá la desgracia.",NVI
PRO,12,22,"El Señor aborrece a los de labios mentirosos,pero se complace en los que actúan con lealtad.",NVI
PRO,12,23,"El hombre prudente no muestra lo que sabe,pero el corazón de los necios proclama su necedad.",NVI
PRO,12,24,El de manos diligentes gobernará;pero el perezoso será subyugado.,NVI
PRO,12,25,"La angustia abate el corazón del hombre,pero una palabra amable lo alegra.",NVI
PRO,12,26,"El justo es guía de su prójimo,pero el camino del malvado lleva a la perdición.",NVI
PRO,12,27,"El perezoso no atrapa presa,pero el diligente ya posee una gran riqueza.",NVI
PRO,13,1,"El hijo sabio atiende a la corrección de su padre,pero el insolente no hace caso a la reprensión.",NVI
PRO,13,2,"Quien manifiesta el bien, del bien se nutre,pero el infiel padece hambre de violencia.",NVI
PRO,13,3,"El que refrena su lengua protege su vida,pero el ligero de labios provoca su ruina.",NVI
PRO,13,4,"El perezoso ambiciona, y nada consigue;el diligente ve cumplidos sus deseos.",NVI
PRO,13,5,El justo aborrece la mentira;el malvado acarrea vergüenza y deshonra.,NVI
PRO,13,6,"La justicia protege al que anda en integridad,pero la maldad arruina al pecador.",NVI
PRO,13,7,"Hay quien pretende ser rico, y no tiene nada;hay quien parece ser pobre, y todo lo tiene.",NVI
PRO,13,8,"Con su riqueza el rico pone a salvo su vida,pero al pobre no hay ni quien lo amenace.",NVI
PRO,13,9,"La luz de los justos brilla radiante,pero los malvados son como lámpara apagada.",NVI
PRO,13,10,"El orgullo solo genera contiendas,pero la sabiduría está con quienes oyen consejos.",NVI
PRO,13,11,"El dinero mal ganado pronto se acaba;quien ahorra, poco a poco se enriquece.",NVI
PRO,13,12,La esperanza frustrada aflige al corazónel deseo cumplido es un árbol de vida.,NVI
PRO,13,13,Quien se burla de la instrucción tendrá su merecido;quien respeta el mandamiento tendrá su recompensa.,NVI
PRO,13,14,"La enseñanza de los sabios es fuente de vida,y libera de los lazos de la muerte.",NVI
PRO,13,15,"El buen juicio redunda en aprecio,pero el camino del infiel no cambia.",NVI
PRO,13,16,"El prudente actúa con cordura,pero el necio se jacta de su necedad",NVI
PRO,13,17,El mensajero malvado se mete en problemas;el enviado confiable aporta la solución.,NVI
PRO,13,18,El que desprecia la disciplina sufre pobreza y deshonra;el que atiende la corrección recibe grandes honores.,NVI
PRO,13,19,El deseo cumplido endulza el almapero el necio detesta alejarse del mal.,NVI
PRO,13,20,"El que con sabios anda, sabio se vuelve;el que con necios se junta, saldrá mal parado.",NVI
PRO,13,21,"Al pecador lo persigue el mal,y al justo lo recompensa el bien.",NVI
PRO,13,22,El hombre de bien deja herencia a sus nietos;las riquezas del pecador se quedan para los justos.,NVI
PRO,13,23,"En el campo del pobre hay abundante comida,pero esta se pierde donde hay injusticia.",NVI
PRO,13,24,No corregir al hijo es no quererlo;amarlo es disciplinarlo.,NVI
PRO,14,1,"La mujer sabia edifica su casa;la necia, con sus manos la destruye.",NVI
PRO,14,2,El que va por buen camino teme al Señorel que va por mal camino lo desprecia.,NVI
PRO,14,3,De la boca del necio brota arrogancia;los labios del sabio son su propia protección.,NVI
PRO,14,4,"Donde no hay bueyes, el granero está vacío;con la fuerza del buey aumenta la cosecha.",NVI
PRO,14,5,El testigo verdadero jamás engaña;el testigo falso propaga mentiras.,NVI
PRO,14,6,"El insolente busca sabiduría y no la halla;para el entendido, el conocimiento es cosa fácil.",NVI
PRO,14,7,"Mantente a distancia del necio,pues en sus labios no hallarás conocimiento.",NVI
PRO,14,8,"La sabiduría del prudente es discernir sus caminos,pero al necio lo engaña su propia necedad.",NVI
PRO,14,9,"Los necios hacen mofa de sus propias faltas,pero los íntegros cuentan con el favor de Dios.",NVI
PRO,14,10,"Cada corazón conoce sus propias amarguras,y ningún extraño comparte su alegría.",NVI
PRO,14,11,"La casa del malvado será destruida,pero la morada del justo prosperará.",NVI
PRO,14,12,"Hay caminos que al hombre le parecen rectos,pero que acaban por ser caminos de muerte.",NVI
PRO,14,13,"También de reírse duele el corazón,y hay alegrías que acaban en tristeza.",NVI
PRO,14,14,"El inconstante recibirá todo el pago de su inconstancia;el hombre bueno, el premio de sus acciones.",NVI
PRO,14,15,El ingenuo cree todo lo que le dicen;el prudente se fija por dónde va.,NVI
PRO,14,16,"El sabio teme al Señor y se aparta del mal,pero el necio es arrogante y demasiado confiado.",NVI
PRO,14,17,"El iracundo comete locuras,pero el prudente sabe aguantar.",NVI
PRO,14,18,"Herencia de los inexpertos es la necedad;corona de los prudentes, el conocimiento.",NVI
PRO,14,19,"Los malvados se postrarán ante los buenos;los impíos, ante el tribunal de los justos.",NVI
PRO,14,20,"Al pobre hasta sus amigos lo aborrecen,pero son muchos los que aman al rico.",NVI
PRO,14,21,Es un pecado despreciar al prójimo;¡dichoso el que se compadece de los pobres!,NVI
PRO,14,22,"Pierden el camino los que maquinan el mal,pero hallan amor y verdad los que hacen el bien.",NVI
PRO,14,23,"Todo esfuerzo tiene su recompensa,pero quedarse solo en palabras lleva a la pobreza.",NVI
PRO,14,24,"La corona del sabio es su sabiduría;la de los necios, su necedad.",NVI
PRO,14,25,"El testigo veraz se libra de la muerte,pero el testigo falso miente.",NVI
PRO,14,26,El temor del Señor es un baluarte seguroque sirve de refugio a los hijos.,NVI
PRO,14,27,"El temor del Señor es fuente de vida,y aleja al hombre de las redes de la muerte.",NVI
PRO,14,28,Gloria del rey es gobernar a muchos;un príncipe sin súbditos está arruinado.,NVI
PRO,14,29,El que es paciente muestra gran discernimiento;el que es agresivo muestra mucha insensatez.,NVI
PRO,14,30,"El corazón tranquilo da vida al cuerpo,pero la envidia corroe los huesos.",NVI
PRO,14,31,"El que oprime al pobre ofende a su creador,pero honra a Dios quien se apiada del necesitado.",NVI
PRO,14,32,El malvado cae por su propia maldad;el justo halla refugio en su integridad.,NVI
PRO,14,33,"En el corazón de los sabios mora la sabiduría,pero los necios ni siquiera la conocen.",NVI
PRO,14,34,"La justicia enaltece a una nación,pero el pecado deshonra a todos los pueblos.",NVI
PRO,15,1,"La respuesta amable calma el enojo,pero la agresiva echa leña al fuego.",NVI
PRO,15,2,La lengua de los sabios destila conocimiento;la boca de los necios escupe necedades.,NVI
PRO,15,3,"Los ojos del Señor están en todo lugar,vigilando a los buenos y a los malos.",NVI
PRO,15,4,La lengua que brinda alivio es árbol de vida;la lengua insidiosa deprime el espíritu.,NVI
PRO,15,5,El necio desdeña la corrección de su padre;el que la acepta demuestra prudencia.,NVI
PRO,15,6,"En la casa del justo hay gran abundancia;en las ganancias del malvado, grandes problemas.",NVI
PRO,15,7,Los labios de los sabios esparcen conocimiento;el corazón de los necios ni piensa en ello.,NVI
PRO,15,8,"El Señor aborrece las ofrendas de los malvados,pero se complace en la oración de los justos.",NVI
PRO,15,9,"El Señor aborrece el camino de los malvados,pero ama a quienes siguen la justicia.",NVI
PRO,15,10,"Para el descarriado, disciplina severa;para el que aborrece la corrección, la muerte.",NVI
PRO,15,11,Si ante el Señor están el sepulcro y la muerte¡cuánto más el corazón humano!,NVI
PRO,15,12,"Al insolente no le gusta que lo corrijan,ni busca la compañía de los sabios.",NVI
PRO,15,13,"El corazón alegre se refleja en el rostro,el corazón dolido deprime el espíritu.",NVI
PRO,15,14,El corazón entendido va tras el conocimiento;la boca de los necios se nutre de tonterías.,NVI
PRO,15,15,Para el afligido todos los días son malos;para el que es feliz todos son de fiesta.,NVI
PRO,15,16,Más vale tener poco con temor del Señorque muchas riquezas con grandes angustias.,NVI
PRO,15,17,Más vale comer verduras sazonadas con amorque un festín de carne sazonada con odio.,NVI
PRO,15,18,El que es iracundo provoca contiendas;el que es paciente las apacigua.,NVI
PRO,15,19,"El camino del perezoso está plagado de espinas,pero la senda del justo es como una calzada.",NVI
PRO,15,20,El hijo sabio alegra a su padre;el hijo necio menosprecia a su madre.,NVI
PRO,15,21,Al necio le divierte su falta de juicio;el entendido endereza sus propios pasos.,NVI
PRO,15,22,"Cuando falta el consejo, fracasan los planes;cuando abunda el consejo, prosperan.",NVI
PRO,15,23,"Es muy grato dar la respuesta adecuada,y más grato aún cuando es oportuna.",NVI
PRO,15,24,"El sabio sube por el sendero de vida,para librarse de caer en el sepulcro",NVI
PRO,15,25,"El Señor derriba la casa de los soberbios,pero mantiene intactos los linderos de las viudas.",NVI
PRO,15,26,"El Señor aborrece los planes de los malvados,pero se complace en las palabras puras.",NVI
PRO,15,27,El ambicioso acarrea mal sobre su familia;el que aborrece el soborno vivirá.,NVI
PRO,15,28,"El corazón del justo medita sus respuestas,pero la boca del malvado rebosa de maldad.",NVI
PRO,15,29,"El Señor se mantiene lejos de los impíos,pero escucha las oraciones de los justos.",NVI
PRO,15,30,"Una mirada radiante alegra el corazón,y las buenas noticias renuevan las fuerzas.",NVI
PRO,15,31,El que atiende a la crítica edificantehabitará entre los sabios.,NVI
PRO,15,32,El que rechaza la corrección se desprecia a sí mismo;el que la atiende gana entendimiento.,NVI
PRO,16,1,El hombre proponey Dios dispone.,NVI
PRO,16,2,"A cada uno le parece correcto su proceder,pero el Señor juzga los motivos.",NVI
PRO,16,3,"Pon en manos del Señor todas tus obras,y tus proyectos se cumplirán.",NVI
PRO,16,4,Toda obra del Señor tiene un propósito;¡hasta el malvado fue hecho para el día del desastre!,NVI
PRO,16,5,El Señor aborrece a los arrogantes.Una cosa es segura: no quedarán impunes.,NVI
PRO,16,6,"Con amor y verdad se perdona el pecado,y con temor del Señor se evita el mal.",NVI
PRO,16,7,"Cuando el Señor aprueba la conducta de un hombre,hasta con sus enemigos lo reconcilia.",NVI
PRO,16,8,Más vale tener poco con justiciaque ganar mucho con injusticia.,NVI
PRO,16,9,"El corazón del hombre traza su rumbo,pero sus pasos los dirige el Señor",NVI
PRO,16,10,La sentencia está en labios del rey;en el veredicto que emite no hay error.,NVI
PRO,16,11,Las pesas y las balanzas justas son del Señortodas las medidas son hechura suya.,NVI
PRO,16,12,"El rey detesta las malas acciones,porque el trono se afirma en la justicia.",NVI
PRO,16,13,El rey se complace en los labios honestos;aprecia a quien habla con verdad.,NVI
PRO,16,14,"La ira del rey es presagio de muerte,pero el sabio sabe apaciguarla.",NVI
PRO,16,15,El rostro radiante del rey es signo de vida;su favor es como lluvia en primavera.,NVI
PRO,16,16,Más vale adquirir sabiduría que oro;más vale adquirir inteligencia que plata.,NVI
PRO,16,17,El camino del hombre recto evita el mal;el que quiere salvar su vida se fija por dónde va.,NVI
PRO,16,18,"Al orgullo le sigue la destrucción;a la altanería, el fracaso.",NVI
PRO,16,19,Vale más humillarse con los oprimidosque compartir el botín con los orgullosos.,NVI
PRO,16,20,El que atiende a la palabra prospera.¡Dichoso el que confía en el Señor,NVI
PRO,16,21,Al sabio de corazón se le llama inteligente;los labios convincentes promueven el saber.,NVI
PRO,16,22,Fuente de vida es la prudencia para quien la posee;el castigo de los necios es su propia necedad.,NVI
PRO,16,23,El sabio de corazón controla su boca;con sus labios promueve el saber.,NVI
PRO,16,24,Panal de miel son las palabras amables:endulzan la vida y dan salud al cuerpo.,NVI
PRO,16,25,"Hay caminos que al hombre le parecen rectos,pero que acaban por ser caminos de muerte.",NVI
PRO,16,26,"Al que trabaja, el hambre lo obliga a trabajar,pues su propio apetito lo estimula.",NVI
PRO,16,27,El perverso hace planes malvados;en sus labios hay un fuego devorador.,NVI
PRO,16,28,"El perverso provoca contiendas,y el chismoso divide a los buenos amigos.",NVI
PRO,16,29,El violento engaña a su prójimoy lo lleva por mal camino.,NVI
PRO,16,30,El que guiña el ojo trama algo perverso;el que aprieta los labios ya lo ha cometido.,NVI
PRO,16,31,Las canas son una honrosa coronaque se obtiene en el camino de la justicia.,NVI
PRO,16,32,Más vale ser paciente que valiente;más vale el dominio propio que conquistar ciudades.,NVI
PRO,17,1,Más vale comer pan duro donde hay concordiaque hacer banquete donde hay discordia.,NVI
PRO,17,2,"El siervo sabio gobernará al hijo sinvergüenza,y compartirá la herencia con los otros hermanos.",NVI
PRO,17,3,"En el crisol se prueba la platay en el horno se prueba el oro,pero al corazón lo prueba el Señor",NVI
PRO,17,4,"El malvado hace caso a los labios impíos,y el mentiroso presta oído a la lengua maliciosa.",NVI
PRO,17,5,El que se burla del pobre ofende a su creador;el que se alegra de verlo en la ruina no quedará sin castigo.,NVI
PRO,17,6,La corona del anciano son sus nietos;el orgullo de los hijos son sus padres.,NVI
PRO,17,7,"No va bien con los necios el lenguaje refinado,ni con los gobernantes, la mentira.",NVI
PRO,17,8,"Vara mágica es el soborno para quien lo ofrece,pues todo lo que emprende lo consigue.",NVI
PRO,17,9,El que perdona la ofensa cultiva el amor;el que insiste en la ofensa divide a los amigos.,NVI
PRO,17,10,Cala más una reprensión en el hombre prudenteque cien latigazos en el obstinado.,NVI
PRO,17,11,"El revoltoso siempre anda buscando camorra,pero se las verá con un mensajero cruel.",NVI
PRO,17,12,Más vale toparse con una osa a la que le quitaron los cachorrosque con un necio empecinado en su necedad.,NVI
PRO,17,13,El mal nunca se apartaráde la familia de aquel que devuelve mal por bien.,NVI
PRO,17,14,Iniciar una pelea es romper una represa;vale más retirarse que comenzarla.,NVI
PRO,17,15,Absolver al culpable y condenar al inocenteson dos cosas que el Señor aborrece.,NVI
PRO,17,16,¿De qué le sirve al necio poseer dinero?¿Podrá adquirir sabiduría si le falta entendimiento?,NVI
PRO,17,17,En todo tiempo ama el amigo;para ayudar en la adversidad nació el hermano.,NVI
PRO,17,18,"El que es imprudente se compromete por otros,y sale fiador de su prójimo.",NVI
PRO,17,19,"Al que le gusta pecar, le gusta pelear;el que abre mucho la boca busca que se la rompan.",NVI
PRO,17,20,El de corazón perverso jamás prospera;el de lengua engañosa caerá en desgracia.,NVI
PRO,17,21,Engendrar a un hijo necio es causa de pesar;ser padre de un necio no es ninguna alegría.,NVI
PRO,17,22,"Gran remedio es el corazón alegre,pero el ánimo decaído seca los huesos.",NVI
PRO,17,23,"El malvado acepta soborno en secreto,con lo que tuerce el curso de la justicia.",NVI
PRO,17,24,La meta del prudente es la sabiduría;el necio divaga contemplando vanos horizontes.,NVI
PRO,17,25,"El hijo necio irrita a su padre,y causa amargura a su madre.",NVI
PRO,17,26,"No está bien castigar al inocente,ni azotar por su rectitud a gente honorable.",NVI
PRO,17,27,El que es entendido refrena sus palabras;el que es prudente controla sus impulsos.,NVI
PRO,18,1,El egoísta busca su propio bien;contra todo sano juicio se rebela.,NVI
PRO,18,2,Al necio no le complace el discernimiento;tan solo hace alarde de su propia opinión.,NVI
PRO,18,3,"Con la maldad viene el desprecio,y con la vergüenza llega el oprobio.",NVI
PRO,18,4,"Las palabras del hombre son aguas profundas,arroyo de aguas vivas, fuente de sabiduría.",NVI
PRO,18,5,No está bien declarar inocente al malvadoy dejar de lado los derechos del justo.,NVI
PRO,18,6,Los labios del necio son causa de contienda;su boca incita a la riña.,NVI
PRO,18,7,La boca del necio es su perdición;sus labios son para él una trampa mortal.,NVI
PRO,18,8,Los chismes son deliciosos manjares;penetran hasta lo más íntimo del ser.,NVI
PRO,18,9,El que es negligente en su trabajoconfraterniza con el que es destructivo.,NVI
PRO,18,10,Torre inexpugnable es el nombre del Señora ella corren los justos y se ponen a salvo.,NVI
PRO,18,11,"Ciudad amurallada es la riqueza para el rico,y este cree que sus muros son inexpugnables.",NVI
PRO,18,12,Al fracaso lo precede la soberbia humana;a los honores los precede la humildad.,NVI
PRO,18,13,Es necio y vergonzosoresponder antes de escuchar.,NVI
PRO,18,14,"En la enfermedad, el ánimo levanta al enfermo;¿pero quién podrá levantar al abatido?",NVI
PRO,18,15,El corazón prudente adquiere conocimiento;los oídos de los sabios procuran hallarlo.,NVI
PRO,18,16,Con regalos se abren todas las puertasy se llega a la presencia de gente importante.,NVI
PRO,18,17,"El primero en presentar su caso parece inocente,hasta que llega la otra parte y lo refuta.",NVI
PRO,18,18,El echar suertes pone fin a los litigiosy decide entre las partes en pugna.,NVI
PRO,18,19,Más resiste el hermano ofendido que una ciudad amurallada;los litigios son como cerrojos de ciudadela.,NVI
PRO,18,20,Cada uno se llena con lo que dicey se sacia con lo que habla.,NVI
PRO,18,21,En la lengua hay poder de vida y muerte;quienes la aman comerán de su fruto.,NVI
PRO,18,22,Quien halla esposa halla la felicidad:muestras de su favor le ha dado el Señor,NVI
PRO,18,23,El pobre habla en tono suplicante;el rico responde con aspereza.,NVI
PRO,19,1,Más vale ser pobre e intachableque necio y embustero.,NVI
PRO,19,2,El afán sin conocimiento no vale nada;mucho yerra quien mucho corre.,NVI
PRO,19,3,"La necedad del hombre le hace perder el rumbo,y para colmo su corazón se irrita contra el Señor",NVI
PRO,19,4,"Con las riquezas aumentan los amigos,pero al pobre hasta su amigo lo abandona.",NVI
PRO,19,5,El testigo falso no quedará sin castigo;el que esparce mentiras no saldrá bien librado.,NVI
PRO,19,6,Muchos buscan congraciarse con los poderosos;todos son amigos de quienes reparten regalos.,NVI
PRO,19,7,"Si al pobre lo aborrecen sus parientes,con más razón lo evitan sus amigos.Aunque los busca suplicante,por ninguna parte los encuentra.",NVI
PRO,19,8,"El que adquiere cordura a sí mismo se ama,y el que retiene el discernimiento prospera.",NVI
PRO,19,9,El testigo falso no quedará sin castigo;el que difunde mentiras perecerá.,NVI
PRO,19,10,"No va bien con el necio vivir entre lujos,y menos con el esclavo gobernar a los príncipes.",NVI
PRO,19,11,El buen juicio hace al hombre paciente;su gloria es pasar por alto la ofensa.,NVI
PRO,19,12,Rugido de león es la ira del rey;su favor es como rocío sobre el pasto.,NVI
PRO,19,13,El hijo necio es la ruina del padre;la mujer pendenciera es gotera constante.,NVI
PRO,19,14,"La casa y el dinero se heredan de los padres,pero la esposa inteligente es un don del Señor",NVI
PRO,19,15,La pereza conduce al sueño profundo;el holgazán pasará hambre.,NVI
PRO,19,16,El que cumple el mandamiento cumple consigo mismo;el que descuida su conducta morirá.,NVI
PRO,19,17,Servir al pobre es hacerle un préstamo al SeñorDios pagará esas buenas acciones.,NVI
PRO,19,18,Corrige a tu hijo mientras aún hay esperanza;no te hagas cómplice de su muerte.,NVI
PRO,19,19,El iracundo tendrá que afrontar el castigo;el que intente disuadirlo aumentará su enojo.,NVI
PRO,19,20,"Escucha el consejo y acepta la corrección,y llegarás a ser sabio.",NVI
PRO,19,21,"El corazón humano genera muchos proyectos,pero al final prevalecen los designios del Señor",NVI
PRO,19,22,De todo hombre se espera lealtad.Más vale ser pobre que mentiroso.,NVI
PRO,19,23,El temor del Señor conduce a la vida;da un sueño tranquilo y evita los problemas.,NVI
PRO,19,24,"El perezoso mete la mano en el plato,pero es incapaz de llevarse el bocado a la boca.",NVI
PRO,19,25,"Golpea al insolente, y se hará prudente el inexperto;reprende al entendido, y ganará en conocimiento.",NVI
PRO,19,26,El que roba a su padre y echa a la calle a su madrees un hijo infame y sinvergüenza.,NVI
PRO,19,27,"Hijo mío, si dejas de atender a la corrección,te apartarás de las palabras del saber.",NVI
PRO,19,28,"El testigo corrupto se burla de la justicia,y la boca del malvado engulle maldad.",NVI
PRO,20,1,"El vino lleva a la insolencia,y la bebida embriagante al escándalo;¡nadie bajo sus efectos se comporta sabiamente!",NVI
PRO,20,2,Rugido de león es la furia del rey;quien provoca su enojo se juega la vida.,NVI
PRO,20,3,"Honroso es al hombre evitar la contienda,pero no hay necio que no inicie un pleito.",NVI
PRO,20,4,El perezoso no labra la tierra en otoño;en tiempo de cosecha buscará y no hallará.,NVI
PRO,20,5,Los pensamientos humanos son aguas profundas;el que es inteligente los capta fácilmente.,NVI
PRO,20,6,"Son muchos los que proclaman su lealtad,¿pero quién puede hallar a alguien digno de confianza?",NVI
PRO,20,7,Justo es quien lleva una vida sin tacha;¡dichosos los hijos que sigan su ejemplo!,NVI
PRO,20,8,"Cuando el rey se sienta en el tribunal,con su sola mirada barre toda maldad.",NVI
PRO,20,9,¿Quién puede afirmar: «Tengo puro el corazón;estoy limpio de pecado»?,NVI
PRO,20,10,Pesas falsas y medidas engañosas:¡vaya pareja que el Señor detesta!,NVI
PRO,20,11,Por sus hechos el niño deja entreversi su conducta será pura y recta.,NVI
PRO,20,12,Los oídos para oír y los ojos para ver:¡hermosa pareja que el Señor ha creado!,NVI
PRO,20,13,"No te des al sueño, o te quedarás pobre;mantente despierto y tendrás pan de sobra.",NVI
PRO,20,14,"«¡No sirve, no sirve!», dice el comprador,pero luego va y se jacta de su compra.",NVI
PRO,20,15,"Oro hay, y abundan las piedras preciosas,pero aún más valiosos son los labios del saber.",NVI
PRO,20,16,Toma la prenda del que salga fiador de un extraño;retenla en garantía si la da en favor de desconocidos.,NVI
PRO,20,17,"Tal vez sea agradable ganarse el pan con engaños,pero uno acaba con la boca llena de arena.",NVI
PRO,20,18,Afirma tus planes con buenos consejos;entabla el combate con buena estrategia.,NVI
PRO,20,19,El chismoso traiciona la confianza;no te juntes con la gente que habla de más.,NVI
PRO,20,20,"Al que maldiga a su padre y a su madre,su lámpara se le apagará en la más densa oscuridad.",NVI
PRO,20,21,La herencia de fácil comienzono tendrá un final feliz.,NVI
PRO,20,22,"Nunca digas: «¡Me vengaré de ese daño!»Confía en el Señor, y él actuará por ti.",NVI
PRO,20,23,El Señor aborrece las pesas falsasy reprueba el uso de medidas engañosas.,NVI
PRO,20,24,Los pasos del hombre los dirige el Señor¿Cómo puede el hombre entender su propio camino?,NVI
PRO,20,25,Trampa es consagrar algo sin pensarloy más tarde reconsiderar lo prometido.,NVI
PRO,20,26,"El rey sabio avienta como trigo a los malvados,y los desmenuza con rueda de molino.",NVI
PRO,20,27,El espíritu humano es la lámpara del Señorpues escudriña lo más recóndito del ser.,NVI
PRO,20,28,La misericordia y la verdad sostienen al rey;su trono se afirma en la misericordia.,NVI
PRO,20,29,"La gloria de los jóvenes radica en su fuerza;la honra de los ancianos, en sus canas.",NVI
PRO,21,1,En las manos del Señor el corazón del rey es como un río:sigue el curso que el Señor le ha trazado.,NVI
PRO,21,2,"A cada uno le parece correcto su proceder,pero el Señor juzga los corazones.",NVI
PRO,21,3,Practicar la justicia y el derecholo prefiere el Señor a los sacrificios.,NVI
PRO,21,4,"Los ojos altivos, el corazón orgullosoy la lámpara de los malvados son pecado.",NVI
PRO,21,5,Los planes bien pensados: ¡pura ganancia!Los planes apresurados: ¡puro fracaso!,NVI
PRO,21,6,La fortuna amasada por la lengua embusterase esfuma como la niebla y es mortal como una trampa.,NVI
PRO,21,7,"La violencia de los malvados los destruirá,porque se niegan a practicar la justicia.",NVI
PRO,21,8,"Torcido es el camino del culpable,pero recta la conducta del hombre honrado.",NVI
PRO,21,9,Más vale habitar en un rincón de la azoteaque compartir el techo con mujer pendenciera.,NVI
PRO,21,10,El malvado solo piensa en el mal;jamás se compadece de su prójimo.,NVI
PRO,21,11,"Cuando se castiga al insolente,aprende el inexperto;cuando se instruye al sabio,el inexperto adquiere conocimiento.",NVI
PRO,21,12,"El justo se fija en la casa del malvado,y ve cuando este acaba en la ruina.",NVI
PRO,21,13,Quien cierra sus oídos al clamor del pobrellorará también sin que nadie le responda.,NVI
PRO,21,14,El regalo secreto apacigua el enojo;el obsequio discreto calma la ira violenta.,NVI
PRO,21,15,"Cuando se hace justicia,se alegra el justo y tiembla el malhechor.",NVI
PRO,21,16,Quien se aparta de la senda del discernimientoirá a parar entre los muertos.,NVI
PRO,21,17,El que ama el placer se quedará en la pobreza;el que ama el vino y los perfumes jamás será rico.,NVI
PRO,21,18,"El malvado pagará por el justo,y el traidor por el hombre intachable.",NVI
PRO,21,19,Más vale habitar en el desiertoque con mujer pendenciera y de mal genio.,NVI
PRO,21,20,"En casa del sabio abundan las riquezas y el perfume,pero el necio todo lo despilfarra.",NVI
PRO,21,21,"El que va tras la justicia y el amorhalla vida, prosperidad y honra.",NVI
PRO,21,22,El sabio conquista la ciudad de los valientesy derriba el baluarte en que ellos confiaban.,NVI
PRO,21,23,El que refrena su boca y su lenguase libra de muchas angustias.,NVI
PRO,21,24,"Orgulloso y arrogante, y famoso por insolente,es quien se comporta con desmedida soberbia.",NVI
PRO,21,25,"La codicia del perezoso lo lleva a la muerte,porque sus manos se niegan a trabajar;",NVI
PRO,21,26,"todo el día se lo pasa codiciando,pero el justo da con generosidad.",NVI
PRO,21,27,"El sacrificio de los malvados es detestable,y más aún cuando se ofrece con mala intención.",NVI
PRO,21,28,"El testigo falso perecerá,y quien le haga caso será destruido para siempre.",NVI
PRO,21,29,El malvado es inflexible en sus decisiones;el justo examina su propia conducta.,NVI
PRO,21,30,"De nada sirven ante el Señorla sabiduría, la inteligencia y el consejo.",NVI
PRO,22,1,"Vale más la buena fama que las muchas riquezas,y más que oro y plata, la buena reputación.",NVI
PRO,22,2,El rico y el pobre tienen esto en común:a ambos los ha creado el Señor,NVI
PRO,22,3,El prudente ve el peligro y lo evita;el inexperto sigue adelante y sufre las consecuencias.,NVI
